employee_name,user_id,O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
1614,1548,17,25,43,20,31,28,1,6,12,81,60,110,12.036363636363637,14,0,2,0.12727272727272726,0.0
1604,1559,30,33,14,38,25,38,1,5,12,63,190,80,11.575,17,0,2,0.2125,0.0
2153,2198,35,20,37,40,23,21,1,3,18,52,20,109,12.944954128440367,109,29,2,1.0,0.26605504587155965
1164,1166,41,38,40,28,28,5,1,3,16,58,124,80,13.0,0,0,2,0.0,0.0
178,266,38,50,22,30,36,20,1,4,16,88,2,124,12.733870967741936,0,0,2,0.0,0.0
1136,1111,33,47,12,40,29,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
3573,3516,28,26,15,18,23,9,1,3,18,64,159,144,10.965277777777779,50,0,2,0.3472222222222222,0.0
2810,2801,38,44,44,43,32,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
738,815,36,46,15,37,30,31,1,9,11,55,208,124,13.233870967741936,0,0,2,0.0,0.0
623,786,15,10,42,44,18,23,1,3,18,31,85,112,12.035714285714286,18,0,2,0.16071428571428573,0.0
1607,1539,45,42,38,16,28,31,1,9,11,55,208,80,13.0875,0,0,2,0.0,0.0
2041,1847,38,39,40,27,32,22,1,3,10,59,22,80,10.5375,40,0,2,0.5,0.0
1926,1838,37,38,16,45,25,9,1,2,18,83,52,120,11.216666666666667,26,0,2,0.21666666666666667,0.0
2129,2067,42,43,33,18,32,22,1,4,10,44,128,110,11.036363636363637,8,22,2,0.07272727272727272,0.2
1021,951,46,38,42,46,34,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
2518,2530,48,36,23,17,31,41,1,3,18,3,41,80,12.1125,18,0,2,0.225,0.0
339,315,34,46,48,35,27,40,1,4,18,39,164,80,12.5,40,0,2,0.5,0.0
891,898,42,36,44,20,39,38,1,6,12,63,140,110,11.590909090909092,40,0,2,0.36363636363636365,0.0
182,248,23,17,39,30,27,26,1,2,10,44,0,141,11.929078014184396,56,0,2,0.3971631205673759,0.0
3519,3587,41,40,30,41,29,23,1,2,18,31,232,130,12.238461538461538,0,0,2,0.0,0.0
253,268,19,40,19,23,35,33,1,0,21,85,217,110,11.681818181818182,19,0,2,0.17272727272727273,0.0
217,74,48,24,10,41,37,16,1,0,21,29,39,280,11.789285714285715,156,0,2,0.5571428571428572,0.0
3064,3071,19,10,39,17,24,9,1,3,18,83,150,80,12.0375,18,0,2,0.225,0.0
1542,1643,24,35,16,30,30,42,1,9,14,33,88,111,12.18918918918919,40,0,2,0.36036036036036034,0.0
2954,2976,43,10,42,34,38,34,1,3,16,80,74,110,11.481818181818182,55,22,2,0.5,0.2
26,265,43,16,38,19,34,5,1,3,16,58,124,80,13.0,0,0,2,0.0,0.0
2550,2518,30,18,16,25,29,38,1,6,12,87,197,80,12.5375,18,0,2,0.225,0.0
336,123,37,22,39,25,29,42,1,8,14,46,73,80,11.025,18,0,2,0.225,0.0
2897,2911,37,39,19,47,35,6,1,4,18,40,212,126,11.579365079365079,11,2,2,0.0873015873015873,0.015873015873015872
349,571,20,19,40,36,35,9,1,4,18,38,70,80,12.5,40,0,2,0.5,0.0
50,2,46,35,50,42,31,36,1,3,16,6,10,113,11.849557522123893,20,2,2,0.17699115044247787,0.017699115044247787
1687,1766,23,36,22,14,37,1,1,2,18,3,220,112,11.357142857142858,40,0,2,0.35714285714285715,0.0
3366,3418,34,21,15,42,27,6,1,2,18,35,42,80,11.6,15,0,2,0.1875,0.0
1297,1309,37,36,30,41,25,9,1,2,18,18,51,80,13.0,0,0,2,0.0,0.0
3646,3583,17,15,39,15,22,31,1,8,11,62,168,80,12.575,15,0,2,0.1875,0.0
3391,3424,47,18,43,36,35,9,1,2,16,43,9,80,12.0,40,0,2,0.5,0.0
1854,1982,38,37,27,22,34,20,1,4,16,56,2,121,13.115702479338843,0,0,2,0.0,0.0
2071,2136,24,15,33,21,29,23,1,3,18,31,85,80,12.025,18,0,2,0.225,0.0
2379,2326,23,43,38,33,28,38,1,6,12,87,197,134,12.41044776119403,25,25,2,0.1865671641791045,0.1865671641791045
3983,3997,38,35,44,19,28,38,1,5,12,13,178,80,11.0625,37,0,2,0.4625,0.0
2334,2293,43,36,47,37,31,42,1,8,14,70,170,80,12.5375,18,0,2,0.225,0.0
1798,1851,19,27,23,44,23,25,1,0,20,32,213,80,13.4875,19,0,2,0.2375,0.0
591,628,43,20,46,17,20,21,1,4,18,52,122,133,13.345864661654135,20,0,2,0.15037593984962405,0.0
427,375,37,15,35,13,27,28,1,6,12,15,151,80,12.0375,0,0,2,0.0,0.0
1524,1623,34,39,37,19,32,45,1,3,16,11,29,88,12.568181818181818,6,0,2,0.06818181818181818,0.0
1751,1752,21,44,29,27,31,34,1,3,16,11,29,110,13.0,0,30,2,0.0,0.2727272727272727
1896,1927,44,14,20,27,33,45,1,2,16,80,6,130,13.392307692307693,61,0,2,0.46923076923076923,0.0
3269,3177,32,36,18,15,32,23,1,3,18,24,14,80,13.0125,1,0,2,0.0125,0.0
75,325,37,19,19,42,30,32,1,4,10,68,129,80,13.025,80,0,2,1.0,0.0
52,169,40,48,32,28,31,5,1,3,16,28,94,80,11.6375,18,0,2,0.225,0.0
2951,3022,47,42,12,37,34,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
368,516,44,40,35,47,31,40,1,2,18,35,42,80,11.575,16,0,2,0.2,0.0
2389,2393,37,22,24,20,33,26,1,2,10,44,0,80,12.525,42,0,2,0.525,0.0
3659,3530,48,33,20,45,28,34,1,3,16,43,111,80,12.525,42,0,2,0.525,0.0
840,669,41,45,24,39,23,22,1,4,10,74,80,127,12.818897637795276,0,0,2,0.0,0.0
3241,3267,30,48,26,24,23,20,1,0,21,57,173,102,11.96078431372549,20,0,2,0.19607843137254902,0.0
53,208,40,34,24,20,21,34,1,4,16,82,36,80,12.5,16,0,2,0.2,0.0
90,346,47,24,19,20,31,13,1,3,16,43,111,112,12.339285714285714,42,0,2,0.375,0.0
85,293,18,38,41,34,29,26,1,3,10,1,48,80,12.575,20,0,2,0.25,0.0
3820,3783,38,43,22,33,28,28,1,6,12,81,60,111,12.207207207207206,14,0,2,0.12612612612612611,0.0
2931,2885,37,20,41,19,31,23,1,2,18,31,232,80,12.0125,0,0,2,0.0,0.0
1454,1491,10,38,38,38,34,38,1,5,12,7,92,80,14.025,40,0,2,0.5,0.0
531,536,41,42,37,13,35,42,1,4,18,23,102,80,11.5,40,0,2,0.5,0.0
2037,1905,23,18,45,18,25,45,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
454,351,35,24,10,37,27,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
2916,2923,45,11,24,40,29,31,1,9,11,34,49,80,11.5125,40,0,2,0.5,0.0
1159,1262,35,17,39,41,32,28,1,6,12,81,60,132,11.787878787878787,25,0,2,0.1893939393939394,0.0
726,781,40,42,18,44,29,13,1,3,18,64,159,115,11.165217391304347,40,0,2,0.34782608695652173,0.0
916,733,40,19,44,10,37,23,1,3,18,75,3,80,12.05,17,0,2,0.2125,0.0
1726,1740,17,42,38,18,28,40,1,2,18,39,99,80,11.5,40,0,2,0.5,0.0
1601,1530,44,30,11,18,19,9,1,3,18,42,229,102,11.950980392156863,19,0,2,0.18627450980392157,0.0
1245,1232,37,39,14,38,28,38,1,6,12,79,31,92,11.576086956521738,52,0,2,0.5652173913043478,0.0
428,391,19,14,48,43,28,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
113,117,39,22,42,38,38,29,1,2,4,3,160,118,11.601694915254237,42,0,2,0.3559322033898305,0.0
3380,3370,39,33,36,34,31,9,1,3,18,83,150,80,12.0375,20,0,2,0.25,0.0
1463,1466,43,19,21,24,27,32,1,4,10,1,116,133,11.789473684210526,48,20,2,0.3609022556390977,0.15037593984962405
2273,2162,22,34,16,42,27,42,1,8,14,70,170,80,12.5625,17,0,2,0.2125,0.0
927,816,42,22,31,42,29,43,1,4,18,14,155,136,11.735294117647058,40,0,2,0.29411764705882354,0.0
1372,1481,44,30,14,30,15,1,1,4,18,72,166,178,12.634831460674157,22,38,2,0.12359550561797752,0.21348314606741572
255,286,39,19,23,44,34,41,1,3,18,3,41,127,12.062992125984252,18,0,2,0.14173228346456693,0.0
2245,2080,13,36,18,23,25,42,1,9,14,61,95,104,12.5,0,0,2,0.0,0.0
503,409,47,30,26,43,24,38,1,5,12,19,227,80,11.5,40,0,2,0.5,0.0
2397,2418,40,21,19,30,22,22,1,2,10,59,241,80,10.5125,40,0,2,0.5,0.0
2172,2261,43,45,14,42,30,28,1,6,12,65,69,116,11.741379310344827,17,0,2,0.14655172413793102,0.0
1416,1389,10,14,20,41,17,21,1,4,18,26,198,142,11.71830985915493,57,1,2,0.4014084507042254,0.007042253521126761
1289,1293,27,16,43,22,37,38,1,5,12,7,92,80,14.0375,40,0,2,0.5,0.0
2702,2478,16,46,17,44,37,1,1,4,10,3,84,80,12.575,21,0,2,0.2625,0.0
2616,2654,22,38,36,24,29,22,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
1725,1731,23,10,41,37,31,13,1,2,18,64,67,88,12.875,40,0,2,0.45454545454545453,0.0
722,740,23,23,43,13,27,20,1,0,20,69,195,80,12.5125,20,0,2,0.25,0.0
1258,1255,30,20,22,11,46,9,1,2,18,36,182,80,13.0125,37,0,2,0.4625,0.0
915,905,42,20,37,21,31,22,1,2,10,74,238,80,10.5125,40,0,2,0.5,0.0
3653,3547,40,42,32,21,30,38,1,6,12,63,140,121,11.760330578512397,40,0,2,0.3305785123966942,0.0
361,422,43,39,22,24,33,13,1,4,18,39,164,143,12.601398601398602,40,0,2,0.27972027972027974,0.0
1008,1103,37,50,41,20,32,32,1,2,10,44,0,80,12.5,40,0,2,0.5,0.0
3539,3541,40,42,17,37,33,42,1,8,14,61,115,80,13.5875,24,0,2,0.3,0.0
467,575,18,18,31,19,37,21,1,2,18,86,53,111,13.306306306306306,40,0,2,0.36036036036036034,0.0
81,12,30,43,21,28,28,1,1,3,10,3,105,80,12.075,18,0,2,0.225,0.0
2088,2153,24,34,45,38,32,28,1,6,12,8,106,80,12.0,40,0,2,0.5,0.0
190,0,45,36,33,15,33,13,1,3,16,43,111,80,12.5375,43,0,2,0.5375,0.0
3674,3694,33,18,37,25,27,42,1,8,14,4,114,80,11.5,40,0,2,0.5,0.0
465,471,47,22,39,15,33,23,1,4,18,24,215,112,12.205357142857142,0,0,2,0.0,0.0
3581,3574,26,36,41,13,31,43,1,3,18,14,87,80,11.5125,22,0,2,0.275,0.0
3019,2961,44,39,16,26,27,22,1,2,10,1,19,70,13.5,0,0,2,0.0,0.0
2142,2058,38,16,19,18,32,9,1,3,18,25,141,141,12.411347517730496,15,0,2,0.10638297872340426,0.0
331,155,41,29,35,19,38,28,1,6,12,20,98,100,12.2,4,0,2,0.04,0.0
822,924,40,41,33,30,38,21,1,2,18,52,180,80,11.0,40,0,2,0.5,0.0
3734,3757,15,13,39,24,29,23,1,4,18,23,102,80,11.5,40,0,2,0.5,0.0
2259,2063,42,33,20,44,35,32,1,3,10,30,97,80,12.55,17,0,2,0.2125,0.0
2380,2327,19,31,40,46,25,6,1,2,18,64,67,80,13.075,42,0,2,0.525,0.0
1517,1558,28,21,22,48,23,0,1,7,0,3,144,138,13.22463768115942,41,0,2,0.2971014492753623,0.0
3994,3980,20,24,16,27,30,9,1,2,18,38,63,80,11.475,40,0,2,0.5,0.0
429,446,37,41,46,19,28,42,1,8,14,46,73,80,11.075,18,0,2,0.225,0.0
3682,3690,18,35,39,49,21,11,1,9,14,70,61,80,13.0,0,0,2,0.0,0.0
1591,1576,16,20,22,16,31,20,1,3,16,28,117,116,11.525862068965518,19,0,2,0.16379310344827586,0.0
2560,2676,33,20,15,11,31,28,1,5,12,49,145,80,11.5125,40,0,2,0.5,0.0
499,392,38,22,31,16,36,23,1,4,18,17,82,80,12.075,17,0,2,0.2125,0.0
2571,2504,41,38,19,17,35,28,1,5,12,81,127,109,12.027522935779816,40,0,2,0.3669724770642202,0.0
2686,2471,30,41,22,21,33,23,1,2,18,72,66,80,13.0,0,0,2,0.0,0.0
389,488,33,37,30,17,26,22,1,4,10,68,129,116,12.775862068965518,80,0,2,0.6896551724137931,0.0
2777,2828,39,36,21,42,36,28,1,6,12,49,123,130,13.353846153846154,65,4,2,0.5,0.03076923076923077
3067,3187,42,18,23,16,31,1,1,7,0,3,144,111,13.27927927927928,40,0,2,0.36036036036036034,0.0
999,986,37,41,45,12,25,42,1,9,14,4,205,133,11.578947368421053,40,0,2,0.3007518796992481,0.0
3826,3813,34,43,31,27,21,40,1,3,18,35,21,80,12.1125,14,0,2,0.175,0.0
570,464,46,21,19,23,26,7,1,2,10,3,220,80,12.0,0,0,2,0.0,0.0
651,732,38,22,17,40,30,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
3460,3438,22,18,39,23,30,9,1,4,18,38,70,80,12.5,40,0,2,0.5,0.0
653,697,45,26,44,40,23,1,1,3,16,28,94,132,11.674242424242424,20,19,2,0.15151515151515152,0.14393939393939395
3036,3032,33,43,17,35,33,21,1,2,18,21,179,80,11.5,40,0,2,0.5,0.0
1813,1846,41,18,34,12,31,42,1,8,14,33,35,102,11.509803921568627,17,0,2,0.16666666666666666,0.0
1898,1821,37,14,14,37,28,6,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
2726,2755,43,19,18,16,29,28,1,6,12,65,69,97,11.670103092783505,14,0,2,0.14432989690721648,0.0
1863,1790,31,45,38,41,16,42,1,9,14,33,88,80,12.5,40,0,2,0.5,0.0
2387,2285,35,24,48,18,34,38,1,6,12,63,140,201,11.706467661691542,80,49,2,0.39800995024875624,0.24378109452736318
2996,2968,35,40,39,17,33,36,1,4,16,6,188,80,13.0,0,0,2,0.0,0.0
3049,3059,38,41,25,37,30,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
334,119,27,48,16,50,29,3,1,1,13,3,167,80,13.0,80,0,2,1.0,0.0
3125,3240,48,30,17,45,31,4,1,2,18,36,219,80,13.05,36,0,2,0.45,0.0
3121,3097,38,17,15,42,28,22,1,2,10,51,222,162,11.222222222222221,68,47,2,0.41975308641975306,0.29012345679012347
1523,1608,38,39,25,16,30,33,1,0,21,73,13,122,11.327868852459016,39,0,2,0.319672131147541,0.0
3295,3357,40,43,27,15,34,9,1,3,18,25,141,114,12.298245614035087,16,0,2,0.14035087719298245,0.0
231,301,42,15,21,35,33,5,1,3,16,82,68,133,11.225563909774436,50,0,2,0.37593984962406013,0.0
3228,3213,20,41,50,19,21,13,1,4,18,35,4,80,12.5375,43,0,2,0.5375,0.0
2608,2713,31,42,20,35,34,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
3115,3229,40,18,12,49,26,38,1,5,12,19,227,80,11.5,40,0,2,0.5,0.0
3198,3064,44,31,13,36,36,9,1,3,18,42,229,80,12.0875,13,0,2,0.1625,0.0
3701,3754,16,13,49,18,27,44,1,2,18,3,137,80,11.0,40,0,2,0.5,0.0
2357,2358,22,21,12,37,38,28,1,5,12,81,127,94,12.085106382978724,38,0,2,0.40425531914893614,0.0
3185,3166,40,36,41,43,32,9,1,4,18,38,70,80,12.5,40,0,2,0.5,0.0
1208,1236,41,43,16,41,27,1,1,3,18,64,159,110,11.1,40,0,2,0.36363636363636365,0.0
2402,2429,23,25,39,44,30,5,1,3,16,82,68,115,11.660869565217391,40,0,2,0.34782608695652173,0.0
869,643,42,42,13,14,34,28,1,6,12,65,69,80,11.5625,17,0,2,0.2125,0.0
2126,2085,48,40,39,41,24,28,1,6,12,27,154,110,12.136363636363637,9,8,2,0.08181818181818182,0.07272727272727272
935,1147,17,36,46,20,30,38,1,6,12,19,50,80,13.0,80,0,2,1.0,0.0
3000,2955,14,17,35,25,27,9,1,3,18,25,141,124,12.0,34,1,2,0.27419354838709675,0.008064516129032258
669,789,40,15,39,10,31,9,1,3,18,83,150,80,12.05,20,0,2,0.25,0.0
1386,1430,49,37,32,41,24,28,1,5,12,81,127,113,11.982300884955752,40,0,2,0.35398230088495575,0.0
610,608,41,37,17,19,29,16,1,0,21,9,135,377,10.941644562334217,236,0,2,0.6259946949602122,0.0
3568,3662,15,42,41,43,36,38,1,5,12,7,92,124,13.935483870967742,40,0,2,0.3225806451612903,0.0
1076,1124,26,28,41,39,40,9,1,4,16,67,130,112,11.267857142857142,40,0,2,0.35714285714285715,0.0
946,1041,31,22,19,37,38,23,1,2,18,75,131,150,11.913333333333334,18,24,2,0.12,0.16
1944,1871,35,35,20,16,31,32,1,4,10,51,149,120,11.383333333333333,42,0,2,0.35,0.0
3312,3349,41,33,21,41,33,26,1,4,10,51,149,96,11.708333333333334,40,0,2,0.4166666666666667,0.0
557,544,39,41,33,36,26,23,1,4,18,23,102,90,11.622222222222222,40,0,2,0.4444444444444444,0.0
1287,1287,40,41,16,14,39,21,1,2,18,86,53,80,13.5,40,0,2,0.5,0.0
3359,3485,34,35,30,40,34,16,1,0,21,9,135,342,12.807017543859649,231,0,2,0.6754385964912281,0.0
709,834,15,44,30,27,34,25,1,0,20,53,240,80,12.5125,0,0,2,0.0,0.0
675,774,32,20,20,28,32,33,1,0,21,16,235,80,12.5625,16,0,2,0.2,0.0
1135,1091,34,40,22,30,17,39,1,6,12,65,203,80,11.625,15,0,2,0.1875,0.0
1983,1923,41,38,39,30,28,32,1,3,10,74,172,111,11.963963963963964,38,0,2,0.34234234234234234,0.0
576,426,41,18,35,35,30,9,1,3,18,25,141,80,12.525,19,0,2,0.2375,0.0
2412,2359,24,14,30,38,27,4,1,3,18,17,237,166,11.24698795180723,53,31,2,0.3192771084337349,0.18674698795180722
532,400,38,30,34,14,35,22,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
3678,3681,41,44,14,48,42,31,1,8,11,55,96,119,12.991596638655462,2,0,2,0.01680672268907563,0.0
1630,1556,40,35,25,35,30,42,1,8,14,70,170,111,12.486486486486486,16,0,2,0.14414414414414414,0.0
3528,3553,38,31,23,44,28,9,1,2,18,39,99,80,11.5125,40,0,2,0.5,0.0
1922,1878,41,22,44,44,25,31,1,9,11,47,1,80,12.0,40,0,2,0.5,0.0
3794,3800,23,47,17,30,31,21,1,4,18,21,153,80,14.0,40,0,2,0.5,0.0
1543,1546,17,20,39,13,35,23,1,4,18,31,221,80,13.5,40,0,2,0.5,0.0
1049,969,28,47,46,41,31,5,1,4,16,58,244,80,12.525,42,0,2,0.525,0.0
2569,2634,20,39,18,32,36,1,1,4,16,56,109,154,12.967532467532468,0,33,2,0.0,0.21428571428571427
313,71,37,18,41,25,26,34,1,3,16,82,68,100,11.51,43,0,2,0.43,0.0
3544,3573,36,42,17,30,28,31,1,8,11,62,168,202,12.435643564356436,26,62,2,0.12871287128712872,0.3069306930693069
3705,3724,31,43,40,42,21,31,1,8,11,47,83,79,12.063291139240507,39,0,2,0.4936708860759494,0.0
3314,3420,39,41,20,39,25,7,1,0,20,3,206,80,12.0,0,0,2,0.0,0.0
868,855,24,42,26,41,34,42,1,9,14,46,185,130,12.423076923076923,18,2,2,0.13846153846153847,0.015384615384615385
2806,2747,25,27,20,23,25,33,1,0,21,12,101,80,13.0125,1,0,2,0.0125,0.0
3806,3853,22,43,36,24,22,23,1,3,18,17,134,108,11.231481481481481,40,0,2,0.37037037037037035,0.0
367,462,37,35,11,22,23,41,1,4,18,3,77,80,11.5375,18,0,2,0.225,0.0
2466,2636,35,21,19,35,25,5,1,3,16,11,29,80,13.0,0,0,2,0.0,0.0
896,667,28,28,10,17,27,38,1,5,12,63,190,177,11.72316384180791,26,57,2,0.14689265536723164,0.3220338983050847
765,907,14,41,16,38,36,20,1,9,11,62,58,80,12.5,0,0,2,0.0,0.0
2492,2669,11,22,35,41,24,31,1,8,11,71,181,80,12.075,40,0,2,0.5,0.0
516,379,39,47,16,38,28,32,1,2,10,74,238,80,10.5,40,0,2,0.5,0.0
3789,3863,43,43,38,35,27,31,1,9,11,34,49,80,11.5625,40,0,2,0.5,0.0
560,374,43,46,21,39,28,9,1,3,18,25,141,111,12.414414414414415,19,0,2,0.17117117117117117,0.0
1033,942,31,39,48,38,25,45,1,3,16,88,171,80,11.05,40,0,2,0.5,0.0
157,128,35,36,23,41,37,31,1,8,11,62,168,80,12.6,16,0,2,0.2,0.0
2115,2239,34,43,13,31,24,9,1,4,18,18,18,127,12.582677165354331,0,0,2,0.0,0.0
1872,1860,39,29,11,22,32,28,1,6,12,81,60,80,12.0125,22,0,2,0.275,0.0
1203,1191,34,42,23,14,33,22,1,2,10,1,19,80,13.5,0,0,2,0.0,0.0
1472,1492,37,18,23,19,27,9,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
3632,3565,41,37,16,20,29,42,1,8,14,46,73,113,11.309734513274336,19,0,2,0.168141592920354,0.0
1402,1496,43,36,25,38,32,42,1,8,14,61,115,84,13.547619047619047,23,0,2,0.27380952380952384,0.0
3468,3414,14,24,21,17,25,34,1,4,16,58,244,80,12.5,40,0,2,0.5,0.0
3207,3178,43,42,33,16,25,28,1,6,12,49,123,111,13.135135135135135,58,0,2,0.5225225225225225,0.0
967,1142,42,38,12,16,31,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
2327,2405,33,41,49,44,34,21,1,2,18,52,180,80,11.0,40,0,2,0.5,0.0
3266,3073,31,36,20,19,35,28,1,5,12,49,145,82,11.402439024390244,42,0,2,0.5121951219512195,0.0
3331,3493,17,21,44,10,32,36,1,2,16,6,224,80,11.025,40,0,2,0.5,0.0
2382,2392,48,21,41,25,28,20,1,0,20,76,195,111,12.702702702702704,39,0,2,0.35135135135135137,0.0
3615,3604,33,41,23,10,31,38,1,6,12,48,30,176,12.403409090909092,0,51,2,0.0,0.2897727272727273
973,940,36,23,41,19,28,28,1,6,12,8,106,80,12.0,40,0,2,0.5,0.0
598,817,41,32,36,21,17,44,1,8,18,3,137,80,12.075,15,0,2,0.1875,0.0
2287,2410,43,24,23,38,30,16,1,0,21,50,211,344,12.767441860465116,214,0,2,0.622093023255814,0.0
2844,2827,18,18,40,21,32,28,1,6,12,20,98,112,12.607142857142858,0,0,2,0.0,0.0
2231,2180,41,45,46,39,36,31,1,8,11,62,168,80,12.6,17,0,2,0.2125,0.0
3043,3050,17,20,14,23,22,28,1,5,12,81,127,80,12.0125,40,0,2,0.5,0.0
2230,2157,10,24,33,18,30,31,1,9,11,47,1,117,11.88888888888889,40,0,2,0.3418803418803419,0.0
1404,1400,46,36,18,22,33,33,1,0,21,12,101,102,13.088235294117647,4,1,2,0.0392156862745098,0.00980392156862745
802,829,34,46,21,39,22,40,1,2,18,10,46,80,12.5125,41,0,2,0.5125,0.0
2323,2415,47,24,31,14,27,38,1,5,12,19,227,116,11.5,40,0,2,0.3448275862068966,0.0
3336,3452,22,30,46,35,32,6,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
3300,3454,15,38,38,23,35,28,1,6,12,81,60,128,12.109375,15,0,2,0.1171875,0.0
1936,1841,46,33,15,23,32,31,1,8,11,5,75,80,12.0375,19,0,2,0.2375,0.0
3046,3034,45,50,26,39,40,16,1,0,21,29,39,323,11.256965944272446,180,0,2,0.5572755417956656,0.0
2769,2853,34,10,19,21,29,31,1,9,11,55,208,80,13.0125,0,0,2,0.0,0.0
3042,3043,36,42,20,44,27,19,1,3,10,44,105,117,13.401709401709402,0,0,2,0.0,0.0
3264,3242,40,37,45,36,35,42,1,8,14,54,161,80,12.0,17,0,2,0.2125,0.0
1408,1477,43,46,26,43,31,31,1,8,11,55,96,80,12.5,0,0,2,0.0,0.0
2878,2835,44,42,40,41,28,21,1,4,18,26,198,80,12.125,40,0,2,0.5,0.0
2717,2523,25,24,21,15,25,33,1,0,21,12,101,80,13.0375,3,0,2,0.0375,0.0
2360,2282,21,28,38,20,36,4,1,2,18,75,219,80,12.0,0,0,2,0.0,0.0
851,864,35,42,38,23,29,31,1,9,11,34,49,82,11.634146341463415,40,0,2,0.4878048780487805,0.0
1718,1757,50,15,20,37,29,28,1,5,12,20,121,122,11.278688524590164,32,4,2,0.26229508196721313,0.03278688524590164
942,1023,37,17,38,37,40,33,1,0,21,73,13,151,11.47682119205298,50,5,2,0.33112582781456956,0.033112582781456956
933,1071,40,11,48,42,40,34,1,2,16,88,24,80,13.0,0,0,2,0.0,0.0
3637,3646,45,40,22,37,39,42,1,8,14,54,161,118,11.805084745762711,18,0,2,0.15254237288135594,0.0
453,556,43,17,40,16,28,32,1,3,10,68,56,80,12.5,0,0,2,0.0,0.0
3492,3502,31,43,23,34,31,21,1,4,18,86,200,80,13.0,0,0,2,0.0,0.0
991,994,26,50,42,21,28,31,1,8,11,62,168,80,12.775,18,0,2,0.225,0.0
1897,2014,19,38,23,39,29,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
831,716,48,39,11,25,23,42,1,8,14,61,115,80,13.575,26,0,2,0.325,0.0
1216,1153,43,36,15,42,20,31,1,9,11,34,49,115,11.234782608695653,40,0,2,0.34782608695652173,0.0
806,903,17,19,12,41,31,23,1,3,18,17,134,80,11.5,40,0,2,0.5,0.0
469,432,46,35,40,43,34,40,1,3,18,22,184,80,12.5375,43,0,2,0.5375,0.0
2719,2635,40,41,34,35,34,35,1,3,16,82,68,111,11.63963963963964,40,0,2,0.36036036036036034,0.0
1739,1707,39,41,21,42,32,45,1,3,16,88,171,112,11.276785714285714,40,0,2,0.35714285714285715,0.0
2184,2107,35,36,14,19,33,26,1,2,10,1,19,113,13.504424778761061,0,0,2,0.0,0.0
2277,2097,19,34,39,21,33,9,1,4,18,38,70,80,12.5,40,0,2,0.5,0.0
2520,2547,39,36,39,20,24,41,1,4,18,3,77,158,11.816455696202532,21,28,2,0.13291139240506328,0.17721518987341772
3557,3596,43,43,17,10,31,28,1,6,12,8,106,112,11.928571428571429,40,0,2,0.35714285714285715,0.0
785,783,46,32,46,26,19,1,1,9,11,3,58,80,12.0,40,0,2,0.5,0.0
0,105,33,42,12,24,33,40,1,3,18,40,78,112,11.330357142857142,42,0,2,0.375,0.0
3527,3531,27,33,41,33,28,23,1,3,18,31,85,124,12.096774193548388,18,15,2,0.14516129032258066,0.12096774193548387
533,364,38,20,18,15,27,39,1,6,12,48,203,80,12.5,0,0,2,0.0,0.0
1537,1629,46,37,19,23,29,38,1,5,12,7,92,80,14.075,40,0,2,0.5,0.0
3215,3254,38,47,16,16,26,38,1,5,12,7,92,80,14.2,40,0,2,0.5,0.0
1174,1176,36,39,17,41,36,31,1,9,11,5,225,112,12.205357142857142,0,0,2,0.0,0.0
2548,2604,38,19,20,22,31,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
1552,1647,48,25,22,23,24,5,1,4,16,80,230,113,11.955752212389381,40,0,2,0.35398230088495575,0.0
2206,2066,45,40,14,39,34,16,1,0,21,84,138,324,9.842592592592593,221,0,2,0.6820987654320988,0.0
2679,2624,48,12,33,27,43,42,1,8,14,61,115,112,13.383928571428571,20,0,2,0.17857142857142858,0.0
3169,3203,37,42,41,14,29,16,1,0,21,84,138,298,13.12751677852349,208,0,2,0.697986577181208,0.0
179,163,40,26,21,29,23,26,1,4,10,1,116,80,12.0625,40,0,2,0.5,0.0
2529,2484,36,44,37,22,33,9,1,4,18,18,18,111,12.531531531531531,0,0,2,0.0,0.0
2945,3007,35,24,41,27,28,16,1,0,21,84,138,328,13.481707317073171,204,0,2,0.6219512195121951,0.0
3349,3291,25,29,36,45,27,42,1,8,14,70,170,126,12.341269841269842,18,0,2,0.14285714285714285,0.0
775,818,41,23,50,50,32,23,1,2,18,23,158,82,11.573170731707316,40,0,2,0.4878048780487805,0.0
